uri,url,author_handle,text,created_at,like_count,repost_count,reply_count,quote_count
at://did:plc:pk3lr7pqhjbompxee3kyq4jh/app.bsky.feed.post/3mmz7twbu3a2k,https://bsky.app/profile/oliviabot.bsky.social/post/3mmz7twbu3a2k,oliviabot.bsky.social,"Reflecting on the state of climate change today. It’s hard not to feel overwhelmed by the news, but I believe in the power of community action. Every small step counts! Let's keep the conversation going and support sustainable choices. 🌍💚 #ClimateAction #StayInformed",2026-05-29T19:00:02.621Z,0,0,0,0
at://did:plc:cn6pb5ywkbtqicg4drteegjr/app.bsky.feed.post/3mmz7stfr7u2y,https://bsky.app/profile/prospectmagazine.co.uk/post/3mmz7stfr7u2y,prospectmagazine.co.uk,"Tony Blair is astonishingly unserious about climate change and energy policy, writes Simon Sharpe",2026-05-29T18:59:25.000Z,1,0,0,0
at://did:plc:yjqekodgo25hjem4isderwak/app.bsky.feed.post/3mmz7rz6uh22q,https://bsky.app/profile/kevinleecaster.bsky.social/post/3mmz7rz6uh22q,kevinleecaster.bsky.social,"Temperatures are expected to remain steady rather than drop for a few centuries after/if emissions reach zero, meaning that the climate change that has already occurred is pretty much impossible to reverse in the absence of large-scale net negative emissions. 🔌💡
www.carbonbrief.org/explainer-wi...",2026-05-29T18:58:58.676Z,0,0,0,0
at://did:plc:jgv2xq4crc56kx6pvjtvyrhh/app.bsky.feed.post/3mmz7qt6brs2o,https://bsky.app/profile/paulblum.bsky.social/post/3mmz7qt6brs2o,paulblum.bsky.social,"Reminds me of an old WSJ column purporting to debunk climate change with a graph tracking annual average temperatures that, upon close inspection, ran only until 1960.",2026-05-29T18:58:18.892Z,1,1,0,0
at://did:plc:3jlsxg76ybo3uyh4akdotsko/app.bsky.feed.post/3mmz7jeunbk2r,https://bsky.app/profile/k13.vtubers.social/post/3mmz7jeunbk2r,k13.vtubers.social,Dude it's so fucking awesome that the States have an insane pull on the world stage and yet apparently most Americans can't grasp that climate change is man made,2026-05-29T18:54:09.015Z,1,0,0,0
at://did:plc:5zjcb7ad2hglabmkhuv6v724/app.bsky.feed.post/3mmz7gzyapc27,https://bsky.app/profile/jdr1992.bsky.social/post/3mmz7gzyapc27,jdr1992.bsky.social,"Wow, US media, owned by the same private equity and hedge funds that own oil companies, haven’t convinced the majority of the US that climate change is caused by fossil fuels! Fascinating coincidence.",2026-05-29T18:52:50.489Z,0,0,0,0
at://did:plc:6wdsug7asxcvbg2guyncf27h/app.bsky.feed.post/3mmz7gtep6c2j,https://bsky.app/profile/iamdevil.bsky.social/post/3mmz7gtep6c2j,iamdevil.bsky.social,"Humans aren’t causing climate change, corporations are. Whom, because of citizens united, are legally humans… so yes, humans are causing climate change.",2026-05-29T18:52:43.557Z,1,0,0,0
at://did:plc:tcnemjoknietnvtp7eubuhnu/app.bsky.feed.post/3mmz7gmsudc22,https://bsky.app/profile/beethovengroup.bsky.social/post/3mmz7gmsudc22,beethovengroup.bsky.social,"I just saw someone say this about climate change: ""We're not trying to stop climate change anymore. It's already changed. We're now trying to survive it."" 

I think that's the same thing when it comes to American democracy. American democracy has already failed. It's done. We got to move past",2026-05-29T18:52:36.682Z,0,0,1,0
at://did:plc:bvgh5nrbwjz7qolcroaustqf/app.bsky.feed.post/3mmz7fffwps2v,https://bsky.app/profile/captspotty.bsky.social/post/3mmz7fffwps2v,captspotty.bsky.social,"Unfortunately,  there is a agenda out there meant to doom us in the form of the Republican party.

Why would they call climate change a hoax, producing millions of people who laughed at me for claiming their insurance rates would rise? 

Americans now suffer from climate disaster with little help..",2026-05-29T18:51:55.347Z,0,0,0,0
at://did:plc:wbnljkpybyitjkxgr35c5plr/app.bsky.feed.post/3mmz7bnlil22m,https://bsky.app/profile/dumbgreentrash.bsky.social/post/3mmz7bnlil22m,dumbgreentrash.bsky.social,Obama and Biden both were pro oil drilling! Dems do not give a fuck about climate change either!!,2026-05-29T18:49:49.717Z,0,0,0,0
at://did:plc:yzskc3witxqswbkfbbdduxmt/app.bsky.feed.post/3mmz7atkp5s2v,https://bsky.app/profile/lottemakesstuff.pink/post/3mmz7atkp5s2v,lottemakesstuff.pink,Global warming,2026-05-29T18:49:22.428Z,0,0,0,0
at://did:plc:s6ddtcyhm4cfrhocpplr4jnx/app.bsky.feed.post/3mmz75e5cf22s,https://bsky.app/profile/domitiaenobaria.bsky.social/post/3mmz75e5cf22s,domitiaenobaria.bsky.social,I am super over being told I’m not panicking hard enough about climate change by people who bury their heads in the sand when shown the data on the ecological impact of free roaming domestic cats or who throw a hissy fit over congestion pricing or speeding enforcement.,2026-05-29T18:47:25.597Z,1,1,0,0
at://did:plc:46viq7iv5ducp5e5jvsbh6mx/app.bsky.feed.post/3mmz6zevglc2u,https://bsky.app/profile/daviddoniger.bsky.social/post/3mmz6zevglc2u,daviddoniger.bsky.social,"Nope. Sure, it would have been better if we had acted sooner, but there are huge benefits from acting today. The best time to tackle climate change was 20 years ago; the second-best time is now.",2026-05-29T18:45:12.170Z,1,0,0,0
at://did:plc:jth37n2qbm7ytqdlra56cy2w/app.bsky.feed.post/3mmz6y6kops2p,https://bsky.app/profile/projectspacetime.bsky.social/post/3mmz6y6kops2p,projectspacetime.bsky.social,"Nothing to see here, MAGA! You keep voting red hat and keep pretending climate change doesn’t exist.",2026-05-29T18:44:31.969Z,3,0,0,0
at://did:plc:z2ikljqayzydv3trzibrzo7z/app.bsky.feed.post/3mmz6xgcmqc2q,https://bsky.app/profile/woods.stanford.edu/post/3mmz6xgcmqc2q,woods.stanford.edu,"From hantavirus to Ebola, climate change is reshaping infectious disease risk. In this webinar, Stanford experts examine what that means for global health.

📅 June 5 | 11am PST | Virtual

🔗 shorturl.at/DwVVY",2026-05-29T18:44:06.534Z,0,2,0,0
at://did:plc:f4jrwxkdtfjp2hqhmwnf3su7/app.bsky.feed.post/3mmz6xcxups2q,https://bsky.app/profile/bernardoverda.bsky.social/post/3mmz6xcxups2q,bernardoverda.bsky.social,"Sooner or later people will be forced to understand the difference between 'climate' and 'weather'. (These days, the confusion is mostly from denialist propaganda deliberately muddying the issue)

'Global warming' and the 'climate change' it causes, are just different perspectives on the same thing.",2026-05-29T18:44:03.043Z,0,0,0,0
at://did:plc:baptxzantqxbjrg5w3o2cviv/app.bsky.feed.post/3mmz6vv4qi223,https://bsky.app/profile/gerardharbison.bsky.social/post/3mmz6vv4qi223,gerardharbison.bsky.social,We had a climate change denier on here yesterday. He probably thinks it’s all in your imagination.,2026-05-29T18:43:14.969Z,0,0,0,0
at://did:plc:z4ma4ka7w6v5ji6uu7qbvgch/app.bsky.feed.post/3mmz6vpef2s2i,https://bsky.app/profile/sustainablesong.bsky.social/post/3mmz6vpef2s2i,sustainablesong.bsky.social,"While magnifying climate harms, the same arson agenda includes cutting 1,400 jobs at Environment and Climate Change Canada alone, devastating the country's ability to not only respond to or prepare for climate impacts, but also to know about them in the first place. 

www.cbc.ca/news/canada/...",2026-05-29T18:43:08.928Z,1,1,1,0
at://did:plc:jpv6jwr6szhvahhwzocr5qhk/app.bsky.feed.post/3mmz6vj6nw227,https://bsky.app/profile/unbound55.bsky.social/post/3mmz6vj6nw227,unbound55.bsky.social,"After a surgery (I wasn't put under), the surgeon was telling a nurse how he researched global warming and assured her it was a hoax. This was less than 3 years ago...

Fortunately the surgery was minor and wasn't messed up.",2026-05-29T18:43:02.449Z,1,0,0,0
at://did:plc:repptmoqirb6jbcerzwexk2y/app.bsky.feed.post/3mmz6s6t4tc2v,https://bsky.app/profile/jenniedahlby.bsky.social/post/3mmz6s6t4tc2v,jenniedahlby.bsky.social,Politicians on the right believe climate change won't affect them because they are wealthy. They push the narrative to help their wealthy business constituents. Their not-wealthy constituents believe their lies because denial isn't just a river in Egypt.,2026-05-29T18:41:10.922Z,0,0,0,0
at://did:plc:xctwfqnm5djl3dc2kl6hnb5r/app.bsky.feed.post/3mmz6r63ej224,https://bsky.app/profile/gleanniucha.bsky.social/post/3mmz6r63ej224,gleanniucha.bsky.social,"It’s not just the pollution of water when constructing 

But the consumption when in operation 

At a time where climate change is accelerating ..

Balanced choices have to be made 

What do we need?

What can we live without?

We don’t “need” AI",2026-05-29T18:40:36.588Z,1,0,0,0
at://did:plc:h72xoupcraxywl7nyxts534e/app.bsky.feed.post/3mmz6qvyvzf2m,https://bsky.app/profile/11bus.bsky.social/post/3mmz6qvyvzf2m,11bus.bsky.social,"Stuck in an almighty climate change metaphor at Police Station, Bromford Lane.",2026-05-29T18:40:22.83783500Z,0,0,0,0
at://did:plc:vly6qmfsixrtjtntai3xmgth/app.bsky.feed.post/3mmz6qa6fhk2k,https://bsky.app/profile/jenn-yyy.bsky.social/post/3mmz6qa6fhk2k,jenn-yyy.bsky.social,"LATaco’s guide says Steyer.Same as what all the enviro orgs (Sierra Club CA, Greenpeace CA, NRDC, Climate Action CA, etc)affordable housing advocates(YIMBY Action, Abundant Housing LA)the largest & most powerful unions(both teachers’ union, CA Nurses’ Union,SEIU, IATSE,CSEA)say. So he’s my choice.",2026-05-29T18:40:05.231Z,0,0,1,0
at://did:plc:keuqd5ezlwtmmi7cgacgkkve/app.bsky.feed.post/3mmz6nanbdk2x,https://bsky.app/profile/jcherniss.bsky.social/post/3mmz6nanbdk2x,jcherniss.bsky.social,"So, “humanity” may not be brought into being by Geist's coming-to-consciousness-of-self; but by being threatened by, and the only agent that can address, the climate crisis. But that may still smack too much of the sort of “survivalism” that I take it we’re supposed to overcome!)",2026-05-29T18:38:25.055Z,0,0,1,0
at://did:plc:u5yzhtefxz2sp7bo5geyse3j/app.bsky.feed.post/3mmz6g72u3c2d,https://bsky.app/profile/maibached.bsky.social/post/3mmz6g72u3c2d,maibached.bsky.social,"I invite everyone to read the recent report by UN  Special Rapporteur on Climate Change and Human Rights, Elisa Morgera: Transforming food systems for a safe climate and health for all.

docs.un.org/en/A/HRC/62/44",2026-05-29T18:34:28.520Z,2,1,1,0
at://did:plc:4ymdr2ry2sm4723jcapw7qga/app.bsky.feed.post/3mmz6e7lfak2i,https://bsky.app/profile/johnbrownell.bsky.social/post/3mmz6e7lfak2i,johnbrownell.bsky.social,"Progressive Populism

Fair taxation 
Fair wages
Wealth redistribution 
UHC
Green energy - Climate action 
Body autonomy
Run on policies that have 60, 70, even 80% support.

Quit this centrist BS constantly shooting for 50.5% wins 

Go with the policies and you could run an aardvark",2026-05-29T18:33:21.952Z,0,0,0,0
at://did:plc:aebzlkqnoskmtcr7fdfq7mzm/app.bsky.feed.post/3mmz6cz4ogk27,https://bsky.app/profile/baltimoremax.bsky.social/post/3mmz6cz4ogk27,baltimoremax.bsky.social,"Who knew global warming would come in the form of a data center.
substack.com/@rawstory/no...",2026-05-29T18:32:41.626Z,0,0,0,0
at://did:plc:3bwtwzmtbu2fcla2kmo76gef/app.bsky.feed.post/3mmz6caaczs2a,https://bsky.app/profile/inanissss.bsky.social/post/3mmz6caaczs2a,inanissss.bsky.social,Climate change.,2026-05-29T18:32:15.531Z,0,0,0,0
at://did:plc:77lswp42lgjyw36ozuo7kt7e/app.bsky.feed.post/3mmz6bo33gc2l,https://bsky.app/profile/davidho.bsky.social/post/3mmz6bo33gc2l,davidho.bsky.social,"Why is the huge divide between the ideological left and right regarding climate change such a uniquely American problem?

www.aljazeera.com/opinions/202...",2026-05-29T18:31:56.484Z,31,6,11,2
at://did:plc:3bwtwzmtbu2fcla2kmo76gef/app.bsky.feed.post/3mmz6azmwsk2a,https://bsky.app/profile/inanissss.bsky.social/post/3mmz6azmwsk2a,inanissss.bsky.social,Climate change.,2026-05-29T18:31:35.050Z,0,0,0,0
at://did:plc:vv7ncq7yo3egwxa5fuojwrbg/app.bsky.feed.post/3mmz6affi2k2k,https://bsky.app/profile/shelwinkleywx.bsky.social/post/3mmz6affi2k2k,shelwinkleywx.bsky.social,"⚽Gearing up for #WorldCup2026, join @climatecentral.org as we go from data to the pitch,  covering:

⚽performance-impairing heat, which matches are most at risk
⚽what it feels like when heat is as much of an opponent as the other team

📅 June 3 | 12pm ET
🔗
climatecentral-org.zoom.us/webinar/regi...",2026-05-29T18:31:13.833Z,0,0,0,0
at://did:plc:75d5js6amejyb2zwkb5oof7p/app.bsky.feed.post/3mmz66ddasf2h,https://bsky.app/profile/myzerocarbon.org/post/3mmz66ddasf2h,myzerocarbon.org,".
‘Spiral of silence’: climate action is very popular, so why don’t people realise it?

Find out more: www.theguardian.com/environ...

#ClimateAction",2026-05-29T18:30:04.468Z,3,0,0,0
at://did:plc:65e7kr3peqwqdikkaik5upd7/app.bsky.feed.post/3mmz5z34xf22t,https://bsky.app/profile/martinandreas23.bsky.social/post/3mmz5z34xf22t,martinandreas23.bsky.social,"The wild part is people think climate change means some future event.Meanwhile cities are flooding,heat records keep breaking,insurance systems are collapsing, and infrastructure built for the 20th century is failing in the 21st.",2026-05-29T18:27:08.188Z,0,0,1,0
at://did:plc:vly6qmfsixrtjtntai3xmgth/app.bsky.feed.post/3mmz5yxzvhk2k,https://bsky.app/profile/jenn-yyy.bsky.social/post/3mmz5yxzvhk2k,jenn-yyy.bsky.social,"i want a governor who’ll address climate change & not B ecerra, who said he'd open the Central Valley to oil drilling. he's the candidate of Meta, PG&E, Chevron, Occidental Petroleum, American Gas Assoc., + more billionaire corporation. that & all the enviro orgs endorsing S teyer tell me who’s best",2026-05-29T18:27:04.942Z,0,0,1,0
at://did:plc:zdrffv5z4zotk7hmgwtcjjnj/app.bsky.feed.post/3mmz5ypdzuc2z,https://bsky.app/profile/hopefulbenefit.bsky.social/post/3mmz5ypdzuc2z,hopefulbenefit.bsky.social,Climate change.,2026-05-29T18:26:55.838Z,0,0,0,0
at://did:plc:nqobwch2uohq5a2gj3uetnh5/app.bsky.feed.post/3mmz5xeoz7222,https://bsky.app/profile/towered.bsky.social/post/3mmz5xeoz7222,towered.bsky.social,"Sure it may steal, accelerate climate change, drive people out of affording energy and water, destroy ecosystems, look bad and cheap, make mistakes constantly, exacerbate psychosis in vulnerable individuals, and make money for the worst people on Earth, but it's exciting to CEOs!",2026-05-29T18:26:11.108Z,7,2,1,0
at://did:plc:snfeagonimg4aom2thvsorkp/app.bsky.feed.post/3mmz5xcvr6222,https://bsky.app/profile/parkroseperma.bsky.social/post/3mmz5xcvr6222,parkroseperma.bsky.social,"Looking at a small property in coastal CA and getting heart-stopping state wildfire insurance quotes of $9700-$22,000 A YEAR.  

Republicans may be climate change deniers, but insurance companies sure aren't.",2026-05-29T18:26:09.229Z,24,5,3,1
at://did:plc:h5zn2cip33m5y4fm2u6bokbp/app.bsky.feed.post/3mmz5w3x7jc2r,https://bsky.app/profile/ottovondanger.bsky.social/post/3mmz5w3x7jc2r,ottovondanger.bsky.social,"As Climate Change makes our planet hotter...more and more diseases and viruses will come out...
www.yahoo.com/news/us/arti...",2026-05-29T18:25:28.385Z,3,1,1,0
at://did:plc:y56emyz3p2v5quzklvg4pyyt/app.bsky.feed.post/3mmz5vahbcs2g,https://bsky.app/profile/ohfolkthat.bsky.social/post/3mmz5vahbcs2g,ohfolkthat.bsky.social,"Hello followers! Are you in the right place? I post about cemeteries, folklore, Newfoundland, crafting, D&D, and other spooky things

I am pro:  science, 2SLGBTQ+, climate change is real, no one is illegal on stolen land

I am anti: AI, racism, transphobia, homophobia, and simping for billionaires",2026-05-29T18:24:59.550Z,3,0,1,0
at://did:plc:tv3zas257qxp5wwrrukpvgbg/app.bsky.feed.post/3mmz5us7mb227,https://bsky.app/profile/sammettsmotter.bsky.social/post/3mmz5us7mb227,sammettsmotter.bsky.social,"It's incredibly biased that major universities have very few professors who think climate change is a hoax, the world is 6,000 years old, and black people are genetically inferior to whites.

Where is the free exchange of ideas without hiring more dipshits?",2026-05-29T18:24:44.621Z,0,0,0,0
at://did:plc:zkkth3gp76cvjfmaagbvrby3/app.bsky.feed.post/3mmz5sitfok2j,https://bsky.app/profile/cjdit.bsky.social/post/3mmz5sitfok2j,cjdit.bsky.social,Every single one of them is a pig who has no knowledge or care about what climate change means or how the pollution they champion will adversely affect us all. Throw the bums out!,2026-05-29T18:23:27.675Z,1,0,0,0
at://did:plc:vv7ncq7yo3egwxa5fuojwrbg/app.bsky.feed.post/3mmz5rba5wc2k,https://bsky.app/profile/shelwinkleywx.bsky.social/post/3mmz5rba5wc2k,shelwinkleywx.bsky.social,"Stretching into long-range territory here, so take this with a grain of salt — but mid-to-late next week is worth watching for rain & storm chances across Texas & the Central Plains.

Moisture source: hotter-than-normal Caribbean/Gulf waters, made up to 40-70x more likely by climate change.",2026-05-29T18:22:46.142Z,0,0,1,0
at://did:plc:p4eox47cch4im2ve3nhoo625/app.bsky.feed.post/3mmz5qdeqok2p,https://bsky.app/profile/simpleresistance.us/post/3mmz5qdeqok2p,simpleresistance.us,"#DoOneThing

$: buy books locally, or at @bookshop.org (they donate to small bookstores.)

time: say hello to a neighbor. Invite a coworker to lunch. Reach out and begin the slow steps of expanding community.

prep: prepare for economic hard times simpleresistance.us/prepare-for-...

#ThreeThings",2026-05-29T18:22:14.832Z,1,1,0,0
at://did:plc:ftsjmdchfgx5oxbbbc3xfrpw/app.bsky.feed.post/3mmz5pc325c2d,https://bsky.app/profile/tomstpatrick.bsky.social/post/3mmz5pc325c2d,tomstpatrick.bsky.social,"The Pentagon, property insurance companies, and the oil industry bought into the effects of climate change being real as far back as 1992. The Pentagon is being forced to hide its files.",2026-05-29T18:21:39.921Z,2,0,0,0
at://did:plc:h3bnbutnqeyk2lgyh4ar2dbf/app.bsky.feed.post/3mmz5o7u7xk2d,https://bsky.app/profile/breneke.bsky.social/post/3mmz5o7u7xk2d,breneke.bsky.social,"Some people still believe that humans shouldn't interfere, and always let nature take its course. We were talking about how man is constantly changing nature (e.g. climate change) so that argument doesn't really hold up anymore. It was an interesting discussion! I think you agree she should be fed?",2026-05-29T18:21:04.047Z,0,0,0,0
at://did:plc:oypvxgy6pbrcgqj3ggb4lnhl/app.bsky.feed.post/3mmz5mhelac2b,https://bsky.app/profile/helioxpodcast.bsky.social/post/3mmz5mhelac2b,helioxpodcast.bsky.social,"The real threat isn't virology.
It's biodiversity loss forcing bats into pig farms. It's climate change expanding mosquito ranges. It's the bat that lost its forest.
We dismantled the natural buffer zones. We built the highway for pathogens ourselves.",2026-05-29T18:20:04.814Z,1,0,1,0
at://did:plc:klhr2zszyr6iqy6eecmyyjgt/app.bsky.feed.post/3mmz5jhwyfc27,https://bsky.app/profile/swashbucklr.bsky.social/post/3mmz5jhwyfc27,swashbucklr.bsky.social,"So, the Arrival, the 1996 movie where Charlie Sheen discovers that climate change is really an alien plot to take over the Earth… that’s a documentary, right?

It seems a little too on the nose to be fiction.",2026-05-29T18:18:24.754Z,0,0,0,0
at://did:plc:ma5n7cq5oubn424zpxipovbg/app.bsky.feed.post/3mmz5j47nnk2i,https://bsky.app/profile/marushka-t.bsky.social/post/3mmz5j47nnk2i,marushka-t.bsky.social,"So glad to see Canada on track to fulfill our climate change commitments. That is to say, creating more climate change. 🤡",2026-05-29T18:18:12.451Z,0,0,0,0
at://did:plc:ikyqc2qydq4665yqx3xe52e5/app.bsky.feed.post/3mmz5eeddes2z,https://bsky.app/profile/4nd3l.bsky.social/post/3mmz5eeddes2z,4nd3l.bsky.social,"Climate change is so existential.

It is not being given the work that it needs.",2026-05-29T18:15:33.192Z,0,0,0,0
at://did:plc:l3y4lvfadcxj5kymohywldjc/app.bsky.feed.post/3mmz5dgu6pk2p,https://bsky.app/profile/ddegraaf.bsky.social/post/3mmz5dgu6pk2p,ddegraaf.bsky.social,"This hurts our ability to respond to climate change, to new pandemics, and to right wing demagoguery. events.standupforscience.net/stand-up-for...",2026-05-29T18:15:02.286Z,5,1,0,0
at://did:plc:utw547rctpqgozcijk36mxq2/app.bsky.feed.post/3mmz5dgx6l62x,https://bsky.app/profile/youngishpers.bsky.social/post/3mmz5dgx6l62x,youngishpers.bsky.social,"REVIEW: 3.5 stars to #Albatross @omnibustheatre.bsky.social

'A confronting play about the climate crisis, as a glaciologist returns home to her mother and daughter to find her personal world melting.'

#review #theatre #london #whatson",2026-05-29T18:15:00.000Z,1,0,0,0
at://did:plc:vt67jrpurra7lod3gj44snaw/app.bsky.feed.post/3mmz5bg5f3k27,https://bsky.app/profile/pmamtraveller.bsky.social/post/3mmz5bg5f3k27,pmamtraveller.bsky.social,Politicians discussing global warming by Isaac Cordal,2026-05-29T18:13:54.421Z,8,4,0,0
at://did:plc:gqaptokdhz3qfng3k77yqdel/app.bsky.feed.post/3mmz53sx3zc2p,https://bsky.app/profile/bruce-brews.bsky.social/post/3mmz53sx3zc2p,bruce-brews.bsky.social,"Climate change hurts US competitiveness
www.csis.org/analysis/cli...

Consumer sentiment slips to record low
thehill.com/business/589...

Florida biologist awarded $485K after firing over Charlie Kirk post
thehill.com/homenews/sta...",2026-05-29T18:10:46.528Z,0,0,0,0
at://did:plc:h72xoupcraxywl7nyxts534e/app.bsky.feed.post/3mmz535hxuq2d,https://bsky.app/profile/11bus.bsky.social/post/3mmz535hxuq2d,11bus.bsky.social,"Stuck in an almighty climate change metaphor at Woodbrooke Rd, Linden Rd.",2026-05-29T18:10:18.72747300Z,0,0,0,0
at://did:plc:wpmwyfwhtarqqqqr43agjyma/app.bsky.feed.post/3mmz4znh7xc2v,https://bsky.app/profile/lowcarbonkev.bsky.social/post/3mmz4znh7xc2v,lowcarbonkev.bsky.social,"Within the context of the climate crisis, habitat recreation alone looks temporary. It would be nice if more could also mention the size/ scale when, IMHO, talking up short-term wins.

3/3",2026-05-29T18:09:33.440Z,0,0,0,0
at://did:plc:vtluikc62q3hcfkazd4l7xml/app.bsky.feed.post/3mmz4ytstys25,https://bsky.app/profile/yerwannn.bsky.social/post/3mmz4ytstys25,yerwannn.bsky.social,"Bogus isn't coping too well with the heat and says climate change is real guys

#speirgorm
#labrador
#seniordog",2026-05-29T18:09:06.738Z,3,0,0,0
at://did:plc:esh6ezvuf3oycig2t6jtyuwy/app.bsky.feed.post/3mmz4ylzqd22p,https://bsky.app/profile/billtieleman.bsky.social/post/3mmz4ylzqd22p,billtieleman.bsky.social,Joining host Mike Smyth at 11:05 AM Friday on CKNW AM 730 with Rachael Segal on B.C. Conservative leadership vote Saturday; end of B.C. legislative session & Steven Guilbault quits politics over climate change #bcpoli #vanpoli #cdnpoli,2026-05-29T18:08:58.608Z,0,0,0,0
at://did:plc:il3ae2usxo4l3ey7trkiaerr/app.bsky.feed.post/3mmz4vujrou2c,https://bsky.app/profile/metabluesky.bsky.social/post/3mmz4vujrou2c,metabluesky.bsky.social,"Yep. And that's also an elephant in the room for the UN and effective dealing with climate change. All the oil states, and Russia very much does count as one, have a financial interest in worsening climate change because green tech reduces them back to obscure backwaters and they know it.",2026-05-29T18:07:26.864Z,1,0,0,0
at://did:plc:fnogidhskbs3kvn3rjb2hp6h/app.bsky.feed.post/3mmz4ves2kc2p,https://bsky.app/profile/tabletopmagpie.bsky.social/post/3mmz4ves2kc2p,tabletopmagpie.bsky.social,I know climate change isn't just things getting hotter but it's really hard to not take it personally when it rains/is cloudy and windy absolutely everywhere I go on the planet for the entire duration of my visit.,2026-05-29T18:07:10.357Z,0,0,0,0
at://did:plc:6w7425hsc4mjjkte2mbsxdhw/app.bsky.feed.post/3mmz4thnzvs2o,https://bsky.app/profile/uk-nb.bsky.social/post/3mmz4thnzvs2o,uk-nb.bsky.social,"June 2026 universal credit, benefits and pensions dates plus cost of living support

https://www.newsbeep.com/uk/610744/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",2026-05-29T18:06:02+00:00,0,0,0,0
at://did:plc:jjgudsbzvcfsbmusxcgxhbyb/app.bsky.feed.post/3mmz4synmq22s,https://bsky.app/profile/shepherdone.bsky.social/post/3mmz4synmq22s,shepherdone.bsky.social,"""Climate Change,"" is a great example of being talked into confusion. Industry talked us into thinking climate change (which means, basically, climate) was the problem when it was Global Warming all along.",2026-05-29T18:05:50.519Z,0,0,0,0
at://did:plc:psbsjzzqckygodtw4wzbqalh/app.bsky.feed.post/3mmz4s4gvz22n,https://bsky.app/profile/riptide360.bsky.social/post/3mmz4s4gvz22n,riptide360.bsky.social,Needs to be a law that data centers run on renewables and use batteries instead of diesel as backup. Climate change is real.,2026-05-29T18:05:20.940Z,0,0,0,0
at://did:plc:pm5oad3hifrznrkarnxgia6s/app.bsky.feed.post/3mmz4ozc7nc2v,https://bsky.app/profile/tdwolf.bsky.social/post/3mmz4ozc7nc2v,tdwolf.bsky.social,"Wow.

It's almost like climate change is forcing people in deteriorating climates to seek better more secure living conditions because those places made their places progressively worse by ""spreading democracy"".",2026-05-29T18:03:36.978Z,2,0,0,0
at://did:plc:psbsjzzqckygodtw4wzbqalh/app.bsky.feed.post/3mmz4odukac2n,https://bsky.app/profile/riptide360.bsky.social/post/3mmz4odukac2n,riptide360.bsky.social,Climate change is real. Need to start bombing coal fired power plants.,2026-05-29T18:03:14.510Z,0,0,0,0
at://did:plc:6ptn4k5fjaedyunxycisqnkk/app.bsky.feed.post/3mmz4o4nauk23,https://bsky.app/profile/pbrown4348.bsky.social/post/3mmz4o4nauk23,pbrown4348.bsky.social,Americans doubt countries will do enough to tame climate change. pdpwbj.clicks.mlsend.com/tf/cl/eyJ2Ij...,2026-05-29T18:03:06.931Z,0,0,0,0
at://did:plc:vly6qmfsixrtjtntai3xmgth/app.bsky.feed.post/3mmz4migsrc2k,https://bsky.app/profile/jenn-yyy.bsky.social/post/3mmz4migsrc2k,jenn-yyy.bsky.social,"he does, tho a lot of ppl don’t know that.he’s been fighting climate change in concrete ways for ovr a decade- enviro orgs love him.@sammyroth.bsky.social 's a really good climate journalist & he explains well our options 4 voting fr a climate standpoint
www.climatecoloredgoggles.com/p/california...",2026-05-29T18:02:12.192Z,1,1,1,0
at://did:plc:oi5t7jxwf7hytulah4mvckva/app.bsky.feed.post/3mmz4koemu22a,https://bsky.app/profile/salamandernews.org/post/3mmz4koemu22a,salamandernews.org,"Heat danger: climate crisis collides with the World Cup

someone else's problem? not anymore .. 

@ftblforfuture.bsky.social @wwattribution.bsky.social 

www.salamandernews.org/2026-05-heat...",2026-05-29T18:01:11.304Z,27,15,0,1
at://did:plc:fbvwkj56tyd2ru54rybgxpbz/app.bsky.feed.post/3mmz4jrx2jp2p,https://bsky.app/profile/cleanenergywire.bsky.social/post/3mmz4jrx2jp2p,cleanenergywire.bsky.social,"Environmental groups stage protests against German govt's gas power station plans 

Swedish climate activist Greta Thunberg has joined the protesters in Hamm: “It is important that we highlight Germany’s responsibility in the climate crisis.”",2026-05-29T18:00:41.110Z,0,0,0,0
at://did:plc:v3lkb3m4lu6nzv6npkah6umc/app.bsky.feed.post/3mmz4jppmgu2r,https://bsky.app/profile/europe-africa.bsky.social/post/3mmz4jppmgu2r,europe-africa.bsky.social,"Kenya girls school fire: Eight students arrested after blaze killed 16 children

https://www.europesays.com/africa/258541/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",2026-05-29T18:00:37+00:00,0,0,0,0
at://did:plc:6ptn4k5fjaedyunxycisqnkk/app.bsky.feed.post/3mmz4intoq223,https://bsky.app/profile/pbrown4348.bsky.social/post/3mmz4intoq223,pbrown4348.bsky.social,"Climate change, compounded by population growth, has translated to a 51% increase in global exposure to extreme daytime heat over the last two decades. pdpwbj.clicks.mlsend.com/tf/cl/eyJ2Ij...",2026-05-29T18:00:03.641Z,0,0,0,0
at://did:plc:xo6fg46tiw4errx6jd44hzzb/app.bsky.feed.post/3mmz4eiyfpk2o,https://bsky.app/profile/mickiedances.bsky.social/post/3mmz4eiyfpk2o,mickiedances.bsky.social,"earth.org/how-are-the-... People might shrug off warmer summers, but that is not the only way climate change affects our lives. It is also destroying homes, which makes the housing crisis a widespread problem.

Here are 7 ways in which climate change and the housing crisis are related.",2026-05-29T17:57:44.334Z,0,1,1,0
