handle,post_handle,post,post_timestamp,post_id,like_timestamp
joshuaerlich.bsky.social,horsedisc.bsky.social,"im ngl ""bofa"" is a word that reeks of subtle transmedicalism and we should probably expunge it from our vocabularies.",2026-05-07T20:40:03.05619400Z,at://did:plc:oke2hwfme37jtbyvtg3upcst/app.bsky.feed.post/3mlc36iolx42n,2026-05-07T23:39:17.782Z
cosmomomo.social,garaktailor.com,"Okay I tried to not let it bother me but I also got drive by slurred. Boosting this hard and praying for a fucking Job so I can maybe move to a less Transphobic Park. 

Hate it cuz I see queers everywhere but both of these happened like outside my front door. FUCK.",2026-05-08T00:00:42.331Z,at://did:plc:x2bxwt7gwwfigapl573nm7sn/app.bsky.feed.post/3mlcgfbxlwk2a,2026-05-08T00:04:34.871Z
cosmomomo.social,tiffmorris.bsky.social,"The thing about Hantavirus is that zoonotic illnesses are going to keep happening bc:
1) nature is exploited
2) people refuse to mask or be up to date on vaccines and have compromised immune systems 
3) people refuse to not travel & insist on doing weird tourist shit like birdwatching at landfills",2026-05-07T23:30:42.502Z,at://did:plc:34ukszbzj5uhmnsmihfdpafa/app.bsky.feed.post/3mlcepnj7fk2t,2026-05-07T23:59:20.689Z
cosmomomo.social,tiffmorris.bsky.social,If I was travelling to the place where Sick Rat Disease was rampant I simply would not go to a fucking landfill,2026-05-07T23:33:07.266Z,at://did:plc:34ukszbzj5uhmnsmihfdpafa/app.bsky.feed.post/3mlcetxl2ik2t,2026-05-07T23:59:19.877Z
cosmomomo.social,methylphenidate.bsky.social,i wish i had more energy to just wander around,2026-05-07T23:33:49.459Z,at://did:plc:tjep63q2gz4oa4c3la4euq2u/app.bsky.feed.post/3mlcev7snmk2t,2026-05-07T23:58:03.218Z
cosmomomo.social,garaktailor.com,"I did my shot this morning. I am literally recently juiced and I guarantee my blood work doesnt read anywhere near ""man"" in a dress. 
The scare quotes cuz the hormone doesnt make the gender either fuckaas bitch. 
Anyways, i just dropped so many Resumes Uptown and smoked a Joint about it in the park",2026-05-07T23:53:52.036Z,at://did:plc:x2bxwt7gwwfigapl573nm7sn/app.bsky.feed.post/3mlcfz2oh6c2q,2026-05-07T23:57:02.250Z
cosmomomo.social,garaktailor.com,Hehehehehehe fuckaas,2026-05-07T23:54:32.895Z,at://did:plc:x2bxwt7gwwfigapl573nm7sn/app.bsky.feed.post/3mlcg2bndks2q,2026-05-07T23:57:01.487Z
cosmomomo.social,kissane.myatproto.social,If we do another global pando this decade I‘m going to be the one fucking off to make sourdough and have little book chats,2026-05-07T23:55:28.478Z,at://did:plc:qrt5rykojeg5sbsajbu4zdke/app.bsky.feed.post/3mlcg3wnkuc22,2026-05-07T23:56:53.323Z
cosmomomo.social,neurosismancer.gay,"ffs consult tomorrow?

ffs consult tomorrow queen?",2026-05-07T23:16:02.539Z,at://did:plc:5672olf6vb3u4j26ctwoqczh/app.bsky.feed.post/3mlcdvgctkk2d,2026-05-07T23:55:30.285Z
cosmomomo.social,euthyphro.bsky.social,No new pictures. Where are you mentally?,2026-05-07T23:18:47.620Z,at://did:plc:mhhpqasnlg2hvmjx5uundqss/app.bsky.feed.post/3mlce2dqyb22e,2026-05-07T23:55:25.343Z
cosmomomo.social,garaktailor.com,"Just got called a man in a dress by a dude in the park who insists he doesnt judge and is otherwise chill. . . 

I just. . .
 
Okay man. I guess. Lol",2026-05-07T23:42:52.212Z,at://did:plc:x2bxwt7gwwfigapl573nm7sn/app.bsky.feed.post/3mlcfffg6t22q,2026-05-07T23:54:47.809Z
cosmomomo.social,kissane.myatproto.social,Some people with real big credentials not covering themselves in glory rn reporting hanta rumors,2026-05-07T23:48:46.735Z,at://did:plc:qrt5rykojeg5sbsajbu4zdke/app.bsky.feed.post/3mlcfpxjeos2o,2026-05-07T23:54:33.947Z
cosmomomo.social,kissane.myatproto.social,I guess you could justify this breathless bullshit by saying you’re filling the gap where misinformation would go or whatever but it sure feels like the same old influencer clout-chasing to me.,2026-05-07T23:52:32.296Z,at://did:plc:qrt5rykojeg5sbsajbu4zdke/app.bsky.feed.post/3mlcfwomx4222,2026-05-07T23:54:33.052Z
cosmomomo.social,tstran316.bsky.social,"No. 
No.
No.
Fuck no. 

He gained fame for murdering people.",2026-05-07T23:04:59.468Z,at://did:plc:xt55kf7jm37v4nvvvtnbatbt/app.bsky.feed.post/3mlcdbnxjbs2h,2026-05-07T23:40:30.805Z
cosmomomo.social,fishttp.website,its not too late to buy the perfect mother's day gift,2026-05-07T22:47:49.241Z,at://did:plc:ve2dqdlibfnbp65pu6565kam/app.bsky.feed.post/3mlcccxhn4c2q,2026-05-07T22:57:48.751Z
cosmomomo.social,garaktailor.com,I am still cute and I like Uptown.,2026-05-07T22:53:20.414Z,at://did:plc:x2bxwt7gwwfigapl573nm7sn/app.bsky.feed.post/3mlccmtcg422z,2026-05-07T22:57:33.652Z
cosmomomo.social,fishttp.website,if a ginger ale doesn't hurt when i smell it i don't want it,2026-05-07T22:10:40.300Z,at://did:plc:ve2dqdlibfnbp65pu6565kam/app.bsky.feed.post/3mlcaajrlzs2q,2026-05-07T22:15:57.483Z
cosmomomo.social,wyrdlittleguy.bsky.social,Cruises are gross,2026-05-07T21:57:26.297Z,at://did:plc:ak67tmoph2axlwd44dibjlmr/app.bsky.feed.post/3mlc7iukki22m,2026-05-07T22:02:09.002Z
cosmomomo.social,tstran316.bsky.social,Love to see it,2026-05-07T21:58:14.429Z,at://did:plc:xt55kf7jm37v4nvvvtnbatbt/app.bsky.feed.post/3mlc7kchgf22h,2026-05-07T22:02:06.135Z
cosmomomo.social,tstran316.bsky.social,"The city dug up my yard cause of a water main burst and then reseeded it.
Not sure if they intended to use this type of grass seed",2026-05-07T21:53:09.757Z,at://did:plc:xt55kf7jm37v4nvvvtnbatbt/app.bsky.feed.post/3mlc7b7vrxs2h,2026-05-07T21:53:39.848Z
cosmomomo.social,esquiring.bsky.social,"I've had clients for whom it took *years* to get back their laptops, hard drives, gaming systems (yes, the feds seized the X-Box ffs), for no reason, after the case was concluded.

That shouldn't be the norm here.",2026-05-07T21:50:43.897Z,at://did:plc:a4n6zqm2ufqrdbyszo5gvgyq/app.bsky.feed.post/3mlc74uscpc2t,2026-05-07T21:51:18.604Z
cosmomomo.social,esquiring.bsky.social,"When a prosecution is declined or withdrawn, related searches should immediately cease and a person's devices should be returned.",2026-05-07T21:48:36.518Z,at://did:plc:a4n6zqm2ufqrdbyszo5gvgyq/app.bsky.feed.post/3mlc6z3dmok2t,2026-05-07T21:51:12.420Z
cosmomomo.social,tstran316.bsky.social,Everything is going so great in this country that you can just pick anything and this applies,2026-05-07T21:41:14.979Z,at://did:plc:xt55kf7jm37v4nvvvtnbatbt/app.bsky.feed.post/3mlc6lwacps2h,2026-05-07T21:48:25.398Z
cosmomomo.social,cannibal.holiday,The idea that we live in a simulation is silly until you realize that Supercalifragilisticexpialidocious is a mnemonic for each of the stats that are tracked for an individual.,2026-05-07T21:26:35.480Z,at://did:plc:5wi4pdb43m5adilqz4dj3je4/app.bsky.feed.post/3mlc5rpi3ys2b,2026-05-07T21:34:32.628Z
cosmomomo.social,cakejumper.bsky.social,"Hey chat, what's under the frog hat?",2026-05-07T21:10:10.123Z,at://did:plc:ip4mbqm5g6de3liie7rejokz/app.bsky.feed.post/3mlc4udrfck2j,2026-05-07T21:13:43.885Z
cosmomomo.social,josephcox.bsky.social,"New from 404 Media: ICE plans to develop its own smart glasses to ""supplement"" its facial recognition app, according to a DHS official told about the plans in a meeting. A second person who attended a conference this week heard a senior ICE official discuss the plans www.404media.co/ice-plans-to...",2026-05-07T21:06:29.887Z,at://did:plc:vk7rduhvom3rq6dyluce5wzf/app.bsky.feed.post/3mlc4nrqe2s24,2026-05-07T21:07:37.906Z
jdotj.bsky.social,lissajostewart.bsky.social,"Great news, we have a release date!

Bad news, it’s October 2027 😭😭😭",2026-05-07T12:24:59.368Z,at://did:plc:vfxwzj5evrymhf43uyl5iht4/app.bsky.feed.post/3mlb7jarim227,2026-05-07T12:25:46.729Z
jdotj.bsky.social,lordbusinessman.bsky.social,"""I don't know why people assume that our position is political just because we are appointed by the US president and confirmed by the Senate and in fact has its own Article in the Constitution""",2026-05-07T01:52:20.725Z,at://did:plc:bhg5fzu5fgj57tqsgsxc2ki2/app.bsky.feed.post/3mla45ylmd22n,2026-05-07T01:54:19.435Z
jdotj.bsky.social,thequeso.bsky.social,Stop saying that like it’s a bad thing.,2026-05-07T01:17:27.608Z,at://did:plc:tspwgxohk34bkfoafimdlsza/app.bsky.feed.post/3mla27mgqqs2h,2026-05-07T01:53:37.021Z
jdotj.bsky.social,cseguin03.bsky.social,"Again, the Netflix doc on this in a couple of years is going to be incredible",2026-05-06T23:40:16.533Z,at://did:plc:ubvzgc7tvpeqpv7ldqdxj2ow/app.bsky.feed.post/3ml7urtihl22b,2026-05-07T00:55:58.128Z
jdotj.bsky.social,kenwhite.bsky.social,"I see that Matt Taibbi, who just lost the defamation case he filed against Eoin Higgins for criticism of his hackery, is one of the featured speakers at FIRE’s “Soapbox 2026” “celebrating free expression, fearless debate, and the courage to dissent.”

Very free.  Oh, no doubt.",2026-05-06T23:34:04.797Z,at://did:plc:s6j27rxb3ic2rxw73ixgqv2p/app.bsky.feed.post/3ml7ugqxz4c2d,2026-05-06T23:34:50.928Z
jdotj.bsky.social,drewmagary.bsky.social,I audibly laughed,2026-05-06T23:19:28.557Z,at://did:plc:obkjcdbhbxtb6h2p2nesojkx/app.bsky.feed.post/3ml7tmndbyc2h,2026-05-06T23:34:05.293Z
jdotj.bsky.social,plusgreg.bsky.social,I swear to we're going to find out her kid's middle name is Vralbert by end of the week.,2026-05-06T23:23:29.237Z,at://did:plc:j2bonqajsn2pskdi46faz3j5/app.bsky.feed.post/3ml7ttsua322s,2026-05-06T23:24:17.378Z
jdotj.bsky.social,kenwhite.bsky.social,Dershowitz is genuinely loathsome and has been for a long time.,2026-05-06T22:17:05.973Z,at://did:plc:s6j27rxb3ic2rxw73ixgqv2p/app.bsky.feed.post/3ml7q544osc2r,2026-05-06T22:20:17.357Z
jdotj.bsky.social,gokp.bsky.social,🤞🤞🤞🤞🤞🤞🤞,2026-05-06T21:30:48.119Z,at://did:plc:2voxu74oyu5gtm2xpoa6tyje/app.bsky.feed.post/3ml7nkcxdq22h,2026-05-06T21:46:07.850Z
jdotj.bsky.social,9coacheswaiting.bsky.social,How much do we think these guys were on wallstreetbets,2026-05-06T21:28:07.571Z,at://did:plc:speessnlxdr5rbajw2yuesu5/app.bsky.feed.post/3ml7nfjtqmk2r,2026-05-06T21:46:06.907Z
jdotj.bsky.social,chrisgeidner.bsky.social,"The bear is, in fact, unbelievably cute, according to my encyclopedia. 🥹",2026-05-06T21:15:40.167Z,at://did:plc:36eqtmzysqf7wsslczw4uxcd/app.bsky.feed.post/3ml7mpb2tu22r,2026-05-06T21:16:00.830Z
jdotj.bsky.social,musicadamt.bsky.social,🎙️💰,2026-05-06T20:59:09.549Z,at://did:plc:trtl6bojiqsax42a46c6jjtu/app.bsky.feed.post/3ml7lrqdjj22t,2026-05-06T21:08:26.055Z
jdotj.bsky.social,lisa4g4g.bsky.social,"Can't wait! Let's do it, ladies!",2026-05-06T21:03:39.656Z,at://did:plc:stcp2d24twvv57y4dwt5vrii/app.bsky.feed.post/3ml7lzrwjus2k,2026-05-06T21:08:24.766Z
jdotj.bsky.social,landisweaver.bsky.social,"It is actually my birthday, so looking forward to reading these.",2026-05-06T21:07:14.910Z,at://did:plc:xqumxwcl7p4to2ocl4xpqwdv/app.bsky.feed.post/3ml7ma77kuc2j,2026-05-06T21:08:18.934Z
jdotj.bsky.social,gokp.bsky.social,god love a geriatric millenial and our obsession with GIFs,2026-05-06T20:59:39.024Z,at://did:plc:2voxu74oyu5gtm2xpoa6tyje/app.bsky.feed.post/3ml7lsmgzos2h,2026-05-06T21:08:16.244Z
jdotj.bsky.social,gokp.bsky.social,Kicking my little heels with glee - was this lab-made for me and @jdotj.bsky.social ?,2026-05-06T20:57:24.963Z,at://did:plc:2voxu74oyu5gtm2xpoa6tyje/app.bsky.feed.post/3ml7lomlwnk2h,2026-05-06T21:08:09.839Z
jdotj.bsky.social,ugarles.bsky.social,"my first thought is always ""let's see if i went to law school with someone""",2026-05-06T19:55:30.836Z,at://did:plc:zltqtmydso6kikzw7wafpj4p/app.bsky.feed.post/3ml7i7wjol22n,2026-05-06T20:46:19.658Z
rvbdrm.com,jcsalterego.bsky.social,add me on Floosh®,2026-05-07T17:24:03.977Z,at://did:plc:vc7f4oafdgxsihk4cry2xpze/app.bsky.feed.post/3mlbqa23itc27,2026-05-07T23:52:20.547Z
rvbdrm.com,chesterscoville.bsky.social,Ruh-roh,2026-05-07T23:47:43.399Z,at://did:plc:hn3fprqq5f2ey42pbwdsy43s/app.bsky.feed.post/3mlcfo34mzs2u,2026-05-07T23:51:57.765Z
rvbdrm.com,lukeoneil47.bsky.social,Iran keeps cooking our ass with these videos,2026-05-07T22:42:44.215Z,at://did:plc:4d7w4ylnasmg7oayamznsznp/app.bsky.feed.post/3mlcbzukva22i,2026-05-07T23:30:09.306Z
rvbdrm.com,dly.bsky.social,god forbid a French rat live out his dream of becoming a chef on a cruiseship,2026-05-07T22:54:31.624Z,at://did:plc:xccx7ujmsaolft6ukd2oakkx/app.bsky.feed.post/3mlccox7aes2w,2026-05-07T23:29:45.145Z
rvbdrm.com,paleofuture.bsky.social,French prosecutors seek charges against Elon Musk and X over child sexual abuse images,2026-05-07T20:28:55.732Z,at://did:plc:4usmserhjqkvhldgedfjb3jw/app.bsky.feed.post/3mlc2klyxts2j,2026-05-07T23:20:21.316Z
rvbdrm.com,billcorbett.bsky.social,"The thing about Odysseus is, he’s from Boston. He wants to get back to his wicked hawt wife Penelope but he’s also dying for Dunkin coffee and a coupla glazed.",2026-05-07T21:07:34.335Z,at://did:plc:yfyg7lj7atao6krdbaqaci35/app.bsky.feed.post/3mlc4pp74lk2a,2026-05-07T23:19:52.296Z
rvbdrm.com,taliajane.bsky.social,"as far as the phrase “citizen journalist,” this is not only a stupid phrase but one that delegitimizes the validity of the work that you are sourcing.

A “citizen journalist” is a person who was in a space as a regular person who then started to disseminate information incidentally.",2026-05-07T23:00:47.530Z,at://did:plc:lt7eqlk3l7u5pncvfgmcfjem/app.bsky.feed.post/3mlcd25oy3c2e,2026-05-07T23:18:35.773Z
rvbdrm.com,taliajane.bsky.social,"In an environment where press freedoms are under attack, it is profoundly unhelpful to minimize indie press to “activist” or “citizen journalist.”

I identify as a movement journalist because I cover movements. I am a reporter because that is what I do: Take notes to disseminate information outward.",2026-05-07T23:03:44.453Z,at://did:plc:lt7eqlk3l7u5pncvfgmcfjem/app.bsky.feed.post/3mlcd7ggbgc2e,2026-05-07T23:18:34.601Z
rvbdrm.com,taliajane.bsky.social,"My reporting work is accessible because I don’t believe in paywalls, the information should be easy to disseminate, and because you deserve to know what’s going on as it happens.

Also: I’m doing what I have the financial capacity to do. If you want it more structured, you have to buy that!",2026-05-07T23:09:22.244Z,at://did:plc:lt7eqlk3l7u5pncvfgmcfjem/app.bsky.feed.post/3mlcdjikshs2e,2026-05-07T23:18:34.186Z
rvbdrm.com,taliajane.bsky.social,"THIS IS HOW JOURNALISM SHOULD BE

YOU FORGET THAT BECAUSE THEIR PROFIT MODELS RELY ON YOU FORGETTING THAT",2026-05-07T22:57:33.916Z,at://did:plc:lt7eqlk3l7u5pncvfgmcfjem/app.bsky.feed.post/3mlccuf2ev22e,2026-05-07T23:18:30.339Z
rvbdrm.com,taliajane.bsky.social,"I am intentionally doing legitimate work outside the confines of the mainstream because that mainstream frequently leans in favor of the people I am reporting. If I was doing this same  work at any mainstream outlet, it would still get friction because my work sabotages fascist disinfo & propaganda.",2026-05-07T22:55:25.419Z,at://did:plc:lt7eqlk3l7u5pncvfgmcfjem/app.bsky.feed.post/3mlccqkiwkk2e,2026-05-07T23:18:28.582Z
rvbdrm.com,taliajane.bsky.social,"My work covering the far-right extremists active in New York City has been covered in mainstream spaces. Their specific identities may not be paired with that coverage, but their extremism, as reported by me, has been. CBS. New York Times. WNYC radio.",2026-05-07T22:52:19.588Z,at://did:plc:lt7eqlk3l7u5pncvfgmcfjem/app.bsky.feed.post/3mlcckzbsxs2e,2026-05-07T23:18:27.978Z
rvbdrm.com,taliajane.bsky.social,"Even in the most generous sense of the term “activist,” I’m not an activist by way of the fact that I don’t *do* anything. Also, this is a term used to delegitimize independent reporting. Anything that’s not published in mainstream outlets gets cast aside as advocacy or activism. This is dangerous.",2026-05-07T22:50:51.829Z,at://did:plc:lt7eqlk3l7u5pncvfgmcfjem/app.bsky.feed.post/3mlcciflmt22e,2026-05-07T23:18:24.145Z
rvbdrm.com,taliajane.bsky.social,"Apparently everyone on instagram is just now learning about the far-right extremists I have been reporting on for the last 5 years. And they’re referring to me as “an activist and citizen journalist” while doing it.

…

Great to know folks follow and understand and know anything about my work.",2026-05-07T22:48:35.635Z,at://did:plc:lt7eqlk3l7u5pncvfgmcfjem/app.bsky.feed.post/3mlccedpiq22e,2026-05-07T23:18:01.280Z
rvbdrm.com,amutepiggy.bsky.social,the mods will ban you for targeted harassment if you dont come to my improv show,2026-05-07T23:11:21.101Z,at://did:plc:opytet572euebuzzufm4inyf/app.bsky.feed.post/3mlcdmzw2qc2m,2026-05-07T23:17:57.443Z
rvbdrm.com,captainkramer.bsky.social,"Needs to add 10% to that bottle tan.
Court will back him on that.",2026-05-07T21:40:58.675Z,at://did:plc:l7g6cuy7pwewbzmfqkckeyfp/app.bsky.feed.post/3mlc6lgopuk25,2026-05-07T21:50:56.087Z
rvbdrm.com,devonianstone.bsky.social,he gonna be angry teehee,2026-05-07T21:30:10.654Z,at://did:plc:6eyrbzrti6yyqkilw65hv3ok/app.bsky.feed.post/3mlc5y4optk2x,2026-05-07T21:50:54.838Z
rvbdrm.com,chesterscoville.bsky.social,How dare you report on me like this,2026-05-07T16:59:38.499Z,at://did:plc:hn3fprqq5f2ey42pbwdsy43s/app.bsky.feed.post/3mlboueinxs23,2026-05-07T17:27:17.867Z
rvbdrm.com,rfksbrainworm.bsky.social,This guy?,2026-05-07T13:22:41.215Z,at://did:plc:djuj57armcsoyzmdfeg7i4qf/app.bsky.feed.post/3mlbcqgaqjc2t,2026-05-07T17:26:57.706Z
rvbdrm.com,rfksbrainworm.bsky.social,"""outdated"" is just such a bizarre word choice here",2026-05-07T15:05:57.990Z,at://did:plc:djuj57armcsoyzmdfeg7i4qf/app.bsky.feed.post/3mlbij3xank2e,2026-05-07T17:26:54.308Z
rvbdrm.com,tichsarah.bsky.social,Rejection Sensitivity Ice Cream,2026-05-07T16:41:37.659Z,at://did:plc:vn65rrtgqxk7eiuw4qx467c4/app.bsky.feed.post/3mlbnu5pz6k2a,2026-05-07T17:26:47.764Z
rvbdrm.com,cait.bsky.social,yall are not going to believe the picture I just got of Adonis,2026-05-06T11:04:07.737Z,at://did:plc:awzzrtrcrvpnxi3ph2sbhxwv/app.bsky.feed.post/3ml6kjqgulk25,2026-05-07T01:02:27.090Z
rvbdrm.com,jginsburg.bsky.social,"""they refuse to let me have tater tots and I won't live without them.""",2026-05-07T00:00:47.243Z,at://did:plc:hoggkvllepdburz27lrs4k7q/app.bsky.feed.post/3ml7vwj6qsk24,2026-05-07T01:01:43.151Z
rvbdrm.com,landbeforetim.bsky.social,"They investigated me for a month - Found Nothing!!!

So 16 year old charges results!

It is a treat to be choose one’s time to say goodbye

Whatcha want me to do —burst out crying!

No Fun - Not worth it!!!",2026-05-06T23:06:36.945Z,at://did:plc:w2ju7wvppfs4ogf3rimgre34/app.bsky.feed.post/3ml7svnhjo22c,2026-05-06T23:21:00.729Z
rvbdrm.com,landbeforetim.bsky.social,This gave me a migraine deciphering,2026-05-06T23:07:00.662Z,at://did:plc:w2ju7wvppfs4ogf3rimgre34/app.bsky.feed.post/3ml7swe3drk2c,2026-05-06T23:20:57.294Z
juli.layallyourloveon.me,marlo.ooo,"he’s going to be okay. bad infection that led to mental confusion and aphasia. he had to stay one night. i don’t know how much longer he’ll have to stay, but he’s hoping he’ll be out before saturday. this is why i was all fucked up yesterday.",2026-05-07T15:41:35.887Z,at://did:plc:stu4unkwieyt5suhyfl6u5e4/app.bsky.feed.post/3mlbkist5dk2p,2026-05-07T21:12:30.700Z
juli.layallyourloveon.me,ass.golf,"In tomodachi life, one of the early “who is someone you admire” style of prompts I gave a mii was “The Fuck Man,” and turns out I accidentally created a mythical hero/god/urban legend and my miis are all obsessed with him",2026-05-03T12:55:45.164Z,at://did:plc:b6ni7l6xxkb7qztqyko6dsqu/app.bsky.feed.post/3mkx7el7pr22i,2026-05-07T21:11:30.377Z
juli.layallyourloveon.me,catbus.phd,always the right call 🤝,2026-05-07T19:27:03.010Z,at://did:plc:64mdicpo7sq4k5bx2z3m2jo6/app.bsky.feed.post/3mlbx3xborc26,2026-05-07T20:05:13.187Z
juli.layallyourloveon.me,farufii.bsky.social,every single one in Death Stranding,2026-05-07T17:53:54.118Z,at://did:plc:gwdyot3adgq6z2jhnukbpz7u/app.bsky.feed.post/3mlbrvfcagc2u,2026-05-07T19:15:07.201Z
juli.layallyourloveon.me,jane.inurhead.lol,you get me,2026-05-07T18:08:45.314Z,at://did:plc:isoqyxaweaefayp2jtt2f5nm/app.bsky.feed.post/3mlbspx7ezc26,2026-05-07T18:57:45.413Z
juli.layallyourloveon.me,jimmyfabrigoli.bsky.social,splinter cell conviction building steam with a grain of salt!!!!,2026-05-07T17:33:16.194Z,at://did:plc:cmf2sotu27zyy4j2gtuxk7wx/app.bsky.feed.post/3mlbqqipsbc2i,2026-05-07T17:57:01.203Z
juli.layallyourloveon.me,berkleycox.bsky.social,Red Dead Redemption has that slow build up to Jose Gonzales' Far Away when entering Mexico.,2026-05-07T17:32:19.572Z,at://did:plc:p6faievi6o34d7imk2zapgbx/app.bsky.feed.post/3mlbqosptds2a,2026-05-07T17:56:39.951Z
juli.layallyourloveon.me,knifemommy.bsky.social,It’s my birthday in a month,2026-05-07T17:36:16.655Z,at://did:plc:k5pdwkjrrzdb7nkila6az5jn/app.bsky.feed.post/3mlbqvut4nc22,2026-05-07T17:43:43.989Z
juli.layallyourloveon.me,talidev3d.bsky.social,,2026-05-07T09:16:47.115Z,at://did:plc:dgd3hll42hpbg4nbroqnl5ru/app.bsky.feed.post/3mlauypnepk2j,2026-05-07T12:11:40.852Z
juli.layallyourloveon.me,jane.inurhead.lol,"further, i also think ""we're going to spread lies about you unless you quit"" is like, not a good thing to be doing! And *this* specifically is the kind of lies the nazis tell about their enemies. Why are we using their tactics?",2026-05-07T11:53:32.316Z,at://did:plc:isoqyxaweaefayp2jtt2f5nm/app.bsky.feed.post/3mlb5qz5af226,2026-05-07T11:57:04.297Z
juli.layallyourloveon.me,eris.anarchogoth.rip,"as a culture, i believe we lost our way at the exact point where we stopped having women like sigourney weaver and linda hamilton as the sex icons par excellence. may we one day find our way back to the golden party, or else may we sink beneath the waves of history",2026-05-07T09:45:42.559Z,at://did:plc:atwgx3kry3qwsd67eve5wkwd/app.bsky.feed.post/3mlawmgosdk2x,2026-05-07T11:21:02.785Z
juli.layallyourloveon.me,marlo.ooo,"i keep trying to reach out to the people i feel safest with but. 

fuck.",2026-05-06T21:37:01.846Z,at://did:plc:stu4unkwieyt5suhyfl6u5e4/app.bsky.feed.post/3ml7nvhekjk2c,2026-05-06T21:48:21.829Z
juli.layallyourloveon.me,nacl.sh,youtu.be/8Vp-0b1LB3Q?...,2026-05-05T14:07:23.811Z,at://did:plc:i5mvo22kcxsmqn6e3lgjbfnf/app.bsky.feed.post/3ml4ecjniak2i,2026-05-06T15:31:09.266Z
jenthetracy.bsky.social,ironchefbot.bsky.social,,2026-05-08T00:30:13.206Z,at://did:plc:prm766kbsu5vaz5rm6ycgkyf/app.bsky.feed.post/3mlci22yukf2e,2026-05-08T00:34:21.112Z
jenthetracy.bsky.social,picantead.bsky.social,"Heres hpw to find me at FWA :3 

I wont be there until tomorrow night but ill be there guy with the tiger hair!",2026-05-08T00:31:01.686Z,at://did:plc:ypaymlo2hj67xojh5bxo4sih/app.bsky.feed.post/3mlci3j2ak22u,2026-05-08T00:34:14.840Z
jenthetracy.bsky.social,keezyyoung.bsky.social,wow!!! that's a great dog,2026-05-08T00:31:30.427Z,at://did:plc:owmitio5o767p6qclyjxxx6g/app.bsky.feed.post/3mlci4eh25s2u,2026-05-08T00:34:06.566Z
jenthetracy.bsky.social,monstersovka.bsky.social,✷ 🐚 ➰,2026-05-07T22:14:16.019Z,at://did:plc:3witm4b3sqt3gft6z5genv32/app.bsky.feed.post/3mlcagxj2wk22,2026-05-07T22:16:21.113Z
jenthetracy.bsky.social,raxkingisdead.bsky.social,was worried about what i’d do if i couldn’t get my abortifacients in the mail but folks god loves to open a window,2026-05-07T22:07:48.743Z,at://did:plc:5x4p5tgshfa7xef6f3jrv34h/app.bsky.feed.post/3mlca3g64us2a,2026-05-07T22:08:48.369Z
jenthetracy.bsky.social,rincewind.run,"we also drastically underfund their staffing budgets, which is a big reason why lobbyists are so successful in writing legislation: often, lawmakers simply do not have the expertise they need to draft a law and so basically farm it out to outside groups",2026-05-07T20:42:02.484Z,at://did:plc:6hit5rjdbmlnscmuk4bbtmuc/app.bsky.feed.post/3mlc3c2crd22u,2026-05-07T20:43:45.296Z
jenthetracy.bsky.social,niedermeyer.online,CHARM [Easy Failure] - The woke pope scorns your generic trinket,2026-05-07T20:32:03.359Z,at://did:plc:yn75hmwkitdshnylue6d3grk/app.bsky.feed.post/3mlc2q6wvdk24,2026-05-07T20:32:57.117Z
jenthetracy.bsky.social,omegamom.bsky.social,Moose Flipper!,2026-05-07T18:47:14.172Z,at://did:plc:ndt2b5guc5kqmddydiwg5vrp/app.bsky.feed.post/3mlbuurcc2j2p,2026-05-07T19:06:22.781Z
jenthetracy.bsky.social,flyingtrilobite.com,"I am inordinately proud of the ""vellum"" and ""tape"" I painted onto this one. 

It started as a way to cover up a sketchbook seam on the left side, from the photo with the inked drawing, before digitally painting it. 

#TrompeL'oeil #surreal #evopunk 🐡 #ArtProcess",2026-05-07T19:04:57.337Z,at://did:plc:4vjdrhro4bxoawbyjgixesij/app.bsky.feed.post/3mlbvugzf7c2x,2026-05-07T19:05:37.306Z
jenthetracy.bsky.social,nyara.vtube.social,"I constantly get comments saying that my voice is annoying, my cadence is off, my accent is horrible and so on.

People desperately want me to shut up.. but nobody pushes me against a wall and makes me.

I think that is sad😔",2026-05-07T18:27:54.328Z,at://did:plc:s2gmot5wqgijjawfbbberogi/app.bsky.feed.post/3mlbts6yiys2c,2026-05-07T18:29:47.399Z
jenthetracy.bsky.social,fakemuppetguests.bsky.social,It's The Muppet Show with our very special guest star The State of Wisconsin!,2026-05-07T18:25:04.251Z,at://did:plc:j54brfjklaqnchbztnhkftuv/app.bsky.feed.post/3mlbtn4svmk2v,2026-05-07T18:27:18.304Z
jenthetracy.bsky.social,wyattprivilege.bsky.social,"My team alone was responsible for the outcome of this case. The justices hung on my every word and waited for me to tell them what to think. Which I did, using AI :)",2026-05-07T17:07:41.628Z,at://did:plc:uzbw6xqxcis6w2pe54nkgz3h/app.bsky.feed.post/3mlbpcrakns2i,2026-05-07T18:01:57.017Z
jenthetracy.bsky.social,wyattprivilege.bsky.social,"It’s crazy how hantavirus can affect the mind and make you say crazy stuff you don’t mean like, get me off this boat I wanna go home",2026-05-07T17:58:27.778Z,at://did:plc:uzbw6xqxcis6w2pe54nkgz3h/app.bsky.feed.post/3mlbs5kbpik2i,2026-05-07T18:00:37.645Z
