uri,url,author_handle,text,created_at,like_count,repost_count,reply_count,quote_count,news_or_opinion_category,is_political,is_self_contained,is_structurally_complete,toxicity_prob,toxicity_tier,political_stance
at://did:plc:e6j262mqqmh7gykrfttywuii/app.bsky.feed.post/3mmykrem2pk27,https://bsky.app/profile/auntiepokchop.bsky.social/post/3mmykrem2pk27,auntiepokchop.bsky.social,"I did NOT advocate for an overthrow, fascist. I asked how one should PROTECT themselves. YOU went NRA on the topic. It's OK, though, I know you can't help yourself.",2026-05-29 07:42:48.591000-05:00,0,0,0,0,opinion,True,True,True,0.36095104,medium,unclear
at://did:plc:tepqloq52nfjl3j6lwzxl4oz/app.bsky.feed.post/3mmyk3r7dis2t,https://bsky.app/profile/busypoordad.bsky.social/post/3mmyk3r7dis2t,busypoordad.bsky.social,"That is the whole point.

It’s right wing NRA hate the government propaganda

So is advocating the use of violence to overthrow the government.",2026-05-29 07:30:43.608000-05:00,0,0,1,0,opinion,True,True,True,0.15048122,medium,unclear
at://did:plc:to66iawvah3w4vtgnlcrzgm4/app.bsky.feed.post/3mmyjfirn522n,https://bsky.app/profile/design3.bsky.social/post/3mmyjfirn522n,design3.bsky.social,"We'll expose every group that backed  him

CPAC
Heritage Foundation
Federalist Society
NRA
Baptist groups
Evangelical groups",2026-05-29 07:18:16.573000-05:00,7,3,3,0,opinion,True,True,True,0.103928015,medium,unclear
at://did:plc:u6fmdnx3zafb62wuefzhcmgc/app.bsky.feed.post/3mmyiiko75k22,https://bsky.app/profile/frownwardfrog.bsky.social/post/3mmyiiko75k22,frownwardfrog.bsky.social,"In their defense, if you’re elected you can enact policies that kill way more people than a mass shooting, so they’re actually deathsmaxxxing",2026-05-29 07:02:05.479000-05:00,0,0,0,0,opinion,True,True,True,0.34757367,medium,unclear
at://did:plc:672dbym5t2u4skt3nr4px53v/app.bsky.feed.post/3mmyf6befnk2p,https://bsky.app/profile/benjanun.bsky.social/post/3mmyf6befnk2p,benjanun.bsky.social,"No amount of calling lesbians ugly man-hating bitches or whatever will make men stop going on mass shooting sprees, but good luck with it.",2026-05-29 06:02:38.950000-05:00,73,8,2,0,opinion,True,True,True,0.6588125,medium,unclear
at://did:plc:bzz2awlzwre7w72uqpmnehuo/app.bsky.feed.post/3mmyeonqcj226,https://bsky.app/profile/bettywatty.bsky.social/post/3mmyeonqcj226,bettywatty.bsky.social,"I’m from a a yeehaw state so I’m quite used to seeing people open carry handguns. Assault rifles in a Kroger, however, are literally you just being a fucking psychopath.",2026-05-29 05:53:55.052000-05:00,0,0,0,0,opinion,True,True,True,0.76197964,high,left
at://did:plc:bzz2awlzwre7w72uqpmnehuo/app.bsky.feed.post/3mmyejbjoo226,https://bsky.app/profile/bettywatty.bsky.social/post/3mmyejbjoo226,bettywatty.bsky.social,"This morning when I went to Kroger, I was greeted by a man leaving the store carrying an AR 15 on a sling. 

Because it’s legal here in Georgia to open carry assault rifles, and while Kroger could ban them, they choose not to.

Dude visits every morning just to fuck with people.",2026-05-29 05:50:54.478000-05:00,0,0,1,0,opinion,True,True,True,0.5885171,medium,right
at://did:plc:tepqloq52nfjl3j6lwzxl4oz/app.bsky.feed.post/3mmyeeiyigc2w,https://bsky.app/profile/busypoordad.bsky.social/post/3mmyeeiyigc2w,busypoordad.bsky.social,"Red Dawn (1984) the wolverines were fighting the Soviet Union.

This “time to revolt” NRA crap thinking is what you are pushing.

Taking up arms and killing fellow Americans to “save democracy” is just as bad as the right.",2026-05-29 05:48:14.534000-05:00,0,0,1,0,opinion,True,True,True,0.50789946,medium,left
at://did:plc:h4p22gecby7ovfvedqkuhaud/app.bsky.feed.post/3mmxqykvyzc2t,https://bsky.app/profile/lanna-mick.bsky.social/post/3mmxqykvyzc2t,lanna-mick.bsky.social,Politicians and their parties should not be allowed to accept bribes from vile organizations like the NRA !,2026-05-29 00:01:32.801000-05:00,0,0,0,0,opinion,True,True,True,0.2553839,medium,left
at://did:plc:67g57bjh3i4bcfnzwwzuyuqp/app.bsky.feed.post/3mmxkuqwjtc2v,https://bsky.app/profile/joes-spot.bsky.social/post/3mmxkuqwjtc2v,joes-spot.bsky.social,"154 years the NRA stood for gun rights so citizens could oppose fascism .

When it finally arrives… its members join the gestapo and kidnap racially profiled honest hardworking taxpayers…. Sending them away without a trial.

Hypocrites!",2026-05-28 22:12:02.441000-05:00,14,0,2,0,opinion,True,True,True,0.6308517,medium,left
at://did:plc:iwph7lvihzselxoahyepgtnp/app.bsky.feed.post/3mmxi4qqdm224,https://bsky.app/profile/nojustdan.bsky.social/post/3mmxi4qqdm224,nojustdan.bsky.social,The training has been eliminated. At one time even Texas required a gun safety class to get a concealed carry permit.,2026-05-28 21:22:49.448000-05:00,1,0,2,0,opinion,True,True,True,0.017718147,low,right
at://did:plc:ouodjjllsdjdc3vm4nmemis7/app.bsky.feed.post/3mmxh6kceqk2s,https://bsky.app/profile/witcheshut.bsky.social/post/3mmxh6kceqk2s,witcheshut.bsky.social,"Now that we realize the NRA propaganda about fighting tyranny is blatantly false, it's time to repeal the 2nd Amendment.",2026-05-28 21:05:56.067000-05:00,12,2,2,0,opinion,True,True,True,0.10826672,medium,left
at://did:plc:iyrjgtfhsltmvqb36zzmgifo/app.bsky.feed.post/3mmxffld4a22f,https://bsky.app/profile/geo-vision.bsky.social/post/3mmxffld4a22f,geo-vision.bsky.social,It’s all cosplay “patriot” 2A pretense bullshit as an excuse to hoard personal guns & ammo when in reality the majority of NRA whack job gun proponents in the States couldn’t fight their way out of a paper bag.,2026-05-28 20:34:04.537000-05:00,2,1,1,0,opinion,True,True,True,0.52139956,medium,left
at://did:plc:tgpec7t2wsdbdclxhlgkltej/app.bsky.feed.post/3mmxfd6oqnc2n,https://bsky.app/profile/imgaelic.bsky.social/post/3mmxfd6oqnc2n,imgaelic.bsky.social,"NRA lawsuit claims banning America’s most popular handgun is unconstitutional but we would not want to infringe on someone’s gun rights! 
Not anti gun but I am anti stupid. The lies and misleading statements from these gun groups are vile. Killing more kids with guns then anywhere - ‘Merica 😔",2026-05-28 20:32:44.175000-05:00,0,0,0,0,opinion,True,True,True,0.6020386,medium,left
at://did:plc:ppoq7c4onf46cpeejixgnlav/app.bsky.feed.post/3mmxb675dv22b,https://bsky.app/profile/timbertoad.bsky.social/post/3mmxb675dv22b,timbertoad.bsky.social,"Most gun owners care about a single issue thanks to the propaganda. They do as the NRA tells them to. 
What we are, taken as a group, is stupid. The working class votes against their own self interests. Farmers vote for republicans despite the fact that the GOP has never done a thing for them. 😜",2026-05-28 19:18:21.917000-05:00,0,0,0,0,opinion,True,True,True,0.54325575,medium,left
at://did:plc:feiibhdumkm7fgadjjt2pufz/app.bsky.feed.post/3mmxaoduzcs2s,https://bsky.app/profile/mecha-sheep.bsky.social/post/3mmxaoduzcs2s,mecha-sheep.bsky.social,"It's a semantic problem. Who are the worst tyrans of all ? Children. That's why the tyrannical behavior of Trump is summed up by ""he is such a 8 years old"".

And you can't deny that the NRA is very efficient at killing children.",2026-05-28 19:09:30.015000-05:00,2,0,0,0,opinion,True,True,True,0.46186632,medium,left
at://did:plc:uebsbwsxua3andd7ieru5fu3/app.bsky.feed.post/3mmx54gv6pc22,https://bsky.app/profile/pillsbury37.bsky.social/post/3mmx54gv6pc22,pillsbury37.bsky.social,"yes, that’s the NRA, they used to just promote safe gun handling, then Putin got involved and they became radical fascists.  we are now up to over one mass shooting a day.  it was 199 yesterday.  so that’s at least 600 people.  nit to mention how many people the government has killed.",2026-05-28 18:05:47.961000-05:00,0,0,0,0,opinion,True,True,True,0.32020867,medium,left
at://did:plc:627gbuht3alle4pppn6atsf7/app.bsky.feed.post/3mmwxttjyss2b,https://bsky.app/profile/mikaeru.bsky.social/post/3mmwxttjyss2b,mikaeru.bsky.social,"When your mom hear a gunshot on the basement I JUST KNOW she'll throw a fucking party. 

Schools in your country are, apparently, only made for mass shooting huh

The dumbfuckery is off the charts.",2026-05-28 16:31:30.528000-05:00,0,0,1,0,opinion,True,True,True,0.8540474,high,unclear
at://did:plc:gwdguvdp5ehcq3f25qysfnat/app.bsky.feed.post/3mmwxdbl4ak26,https://bsky.app/profile/lukeskyjumper.bsky.social/post/3mmwxdbl4ak26,lukeskyjumper.bsky.social,"Starving children, mass shooting every single day, burning coal for power, no single payer healthcare, no education, all military spending?

America is a fourth world banana republic, exporting violence.",2026-05-28 16:22:14.818000-05:00,6,2,0,0,opinion,True,True,True,0.42349213,medium,left
at://did:plc:uuibfh77qbgk2hzrs7czfdtp/app.bsky.feed.post/3mmwvhq76ok2x,https://bsky.app/profile/p-no-nwa.bsky.social/post/3mmwvhq76ok2x,p-no-nwa.bsky.social,"This administration hates the Constitution.
Is the 2A there to protect the 1A or what?
🦗🦗🦗 from the NRA.",2026-05-28 15:48:56.891000-05:00,1,0,0,0,opinion,True,True,True,0.20242359,medium,right
at://did:plc:ypqutcnqrieguugjpcsyskc4/app.bsky.feed.post/3mmwsresvm22q,https://bsky.app/profile/goodjuju4all.bsky.social/post/3mmwsresvm22q,goodjuju4all.bsky.social,"He’s enabled by Republican Congress, his cabinet, his base, corrupt SCOTUS, corrupt tech leaders, corrupt GOP state-lev pols, the NRA, Heritage Foundation and the religious right. He’s controlled by corrupt heads of states like Israel and Russia. American fascism is the wet dream of many.",2026-05-28 15:00:39.272000-05:00,4,1,0,0,opinion,True,True,True,0.4269174,medium,left
at://did:plc:nz4k57gn4j7x7hflejxcuhqm/app.bsky.feed.post/3mmwpaizyo22r,https://bsky.app/profile/spindoc627.bsky.social/post/3mmwpaizyo22r,spindoc627.bsky.social,FYI. The state of Arizona has permitless open and concealed carry with a dash of Stand Your Ground. Just saying 😌,2026-05-28 13:57:32.049000-05:00,0,0,0,0,opinion,True,True,True,0.018974753,low,right
at://did:plc:cfpdio344obkem3ebjx2ituu/app.bsky.feed.post/3mmwodazpz225,https://bsky.app/profile/kakistokrat.bsky.social/post/3mmwodazpz225,kakistokrat.bsky.social,The entire republican party was bought by Putin. Maria Butina brought the money to the NRA and they gave it to republicans. If republicans aren't falling from high windows they are obeying Putin.,2026-05-28 13:41:10.573000-05:00,1,1,1,0,opinion,True,True,True,0.15545623,medium,left
at://did:plc:pk3lr7pqhjbompxee3kyq4jh/app.bsky.feed.post/3mmz7twbu3a2k,https://bsky.app/profile/oliviabot.bsky.social/post/3mmz7twbu3a2k,oliviabot.bsky.social,"Reflecting on the state of climate change today. It’s hard not to feel overwhelmed by the news, but I believe in the power of community action. Every small step counts! Let's keep the conversation going and support sustainable choices. 🌍💚 #ClimateAction #StayInformed",2026-05-29 14:00:02.621000-05:00,0,0,0,0,opinion,True,True,True,0.008293601,low,left
at://did:plc:jgv2xq4crc56kx6pvjtvyrhh/app.bsky.feed.post/3mmz7qt6brs2o,https://bsky.app/profile/paulblum.bsky.social/post/3mmz7qt6brs2o,paulblum.bsky.social,"Reminds me of an old WSJ column purporting to debunk climate change with a graph tracking annual average temperatures that, upon close inspection, ran only until 1960.",2026-05-29 13:58:18.892000-05:00,1,1,0,0,opinion,True,True,True,0.014073989,low,right
at://did:plc:3jlsxg76ybo3uyh4akdotsko/app.bsky.feed.post/3mmz7jeunbk2r,https://bsky.app/profile/k13.vtubers.social/post/3mmz7jeunbk2r,k13.vtubers.social,Dude it's so fucking awesome that the States have an insane pull on the world stage and yet apparently most Americans can't grasp that climate change is man made,2026-05-29 13:54:09.015000-05:00,1,0,0,0,opinion,True,True,True,0.584095,medium,left
at://did:plc:5zjcb7ad2hglabmkhuv6v724/app.bsky.feed.post/3mmz7gzyapc27,https://bsky.app/profile/jdr1992.bsky.social/post/3mmz7gzyapc27,jdr1992.bsky.social,"Wow, US media, owned by the same private equity and hedge funds that own oil companies, haven’t convinced the majority of the US that climate change is caused by fossil fuels! Fascinating coincidence.",2026-05-29 13:52:50.489000-05:00,0,0,0,0,opinion,True,True,True,0.021432023,low,left
at://did:plc:6wdsug7asxcvbg2guyncf27h/app.bsky.feed.post/3mmz7gtep6c2j,https://bsky.app/profile/iamdevil.bsky.social/post/3mmz7gtep6c2j,iamdevil.bsky.social,"Humans aren’t causing climate change, corporations are. Whom, because of citizens united, are legally humans… so yes, humans are causing climate change.",2026-05-29 13:52:43.557000-05:00,1,0,0,0,opinion,True,True,True,0.019351736,low,left
at://did:plc:bvgh5nrbwjz7qolcroaustqf/app.bsky.feed.post/3mmz7fffwps2v,https://bsky.app/profile/captspotty.bsky.social/post/3mmz7fffwps2v,captspotty.bsky.social,"Unfortunately,  there is a agenda out there meant to doom us in the form of the Republican party.

Why would they call climate change a hoax, producing millions of people who laughed at me for claiming their insurance rates would rise? 

Americans now suffer from climate disaster with little help..",2026-05-29 13:51:55.347000-05:00,0,0,0,0,opinion,True,True,True,0.112333365,medium,left
at://did:plc:s6ddtcyhm4cfrhocpplr4jnx/app.bsky.feed.post/3mmz75e5cf22s,https://bsky.app/profile/domitiaenobaria.bsky.social/post/3mmz75e5cf22s,domitiaenobaria.bsky.social,I am super over being told I’m not panicking hard enough about climate change by people who bury their heads in the sand when shown the data on the ecological impact of free roaming domestic cats or who throw a hissy fit over congestion pricing or speeding enforcement.,2026-05-29 13:47:25.597000-05:00,1,1,0,0,opinion,True,True,True,0.0926474,low,left
at://did:plc:46viq7iv5ducp5e5jvsbh6mx/app.bsky.feed.post/3mmz6zevglc2u,https://bsky.app/profile/daviddoniger.bsky.social/post/3mmz6zevglc2u,daviddoniger.bsky.social,"Nope. Sure, it would have been better if we had acted sooner, but there are huge benefits from acting today. The best time to tackle climate change was 20 years ago; the second-best time is now.",2026-05-29 13:45:12.170000-05:00,1,0,0,0,opinion,True,True,True,0.008419261,low,left
at://did:plc:jth37n2qbm7ytqdlra56cy2w/app.bsky.feed.post/3mmz6y6kops2p,https://bsky.app/profile/projectspacetime.bsky.social/post/3mmz6y6kops2p,projectspacetime.bsky.social,"Nothing to see here, MAGA! You keep voting red hat and keep pretending climate change doesn’t exist.",2026-05-29 13:44:31.969000-05:00,3,0,0,0,opinion,True,True,True,0.103494145,medium,left
at://did:plc:f4jrwxkdtfjp2hqhmwnf3su7/app.bsky.feed.post/3mmz6xcxups2q,https://bsky.app/profile/bernardoverda.bsky.social/post/3mmz6xcxups2q,bernardoverda.bsky.social,"Sooner or later people will be forced to understand the difference between 'climate' and 'weather'. (These days, the confusion is mostly from denialist propaganda deliberately muddying the issue)

'Global warming' and the 'climate change' it causes, are just different perspectives on the same thing.",2026-05-29 13:44:03.043000-05:00,0,0,0,0,opinion,True,True,True,0.024378212,low,left
at://did:plc:repptmoqirb6jbcerzwexk2y/app.bsky.feed.post/3mmz6s6t4tc2v,https://bsky.app/profile/jenniedahlby.bsky.social/post/3mmz6s6t4tc2v,jenniedahlby.bsky.social,Politicians on the right believe climate change won't affect them because they are wealthy. They push the narrative to help their wealthy business constituents. Their not-wealthy constituents believe their lies because denial isn't just a river in Egypt.,2026-05-29 13:41:10.922000-05:00,0,0,0,0,opinion,True,True,True,0.1269396,medium,left
at://did:plc:xctwfqnm5djl3dc2kl6hnb5r/app.bsky.feed.post/3mmz6r63ej224,https://bsky.app/profile/gleanniucha.bsky.social/post/3mmz6r63ej224,gleanniucha.bsky.social,"It’s not just the pollution of water when constructing 

But the consumption when in operation 

At a time where climate change is accelerating ..

Balanced choices have to be made 

What do we need?

What can we live without?

We don’t “need” AI",2026-05-29 13:40:36.588000-05:00,1,0,0,0,opinion,True,True,True,0.013571346,low,left
at://did:plc:4ymdr2ry2sm4723jcapw7qga/app.bsky.feed.post/3mmz6e7lfak2i,https://bsky.app/profile/johnbrownell.bsky.social/post/3mmz6e7lfak2i,johnbrownell.bsky.social,"Progressive Populism

Fair taxation 
Fair wages
Wealth redistribution 
UHC
Green energy - Climate action 
Body autonomy
Run on policies that have 60, 70, even 80% support.

Quit this centrist BS constantly shooting for 50.5% wins 

Go with the policies and you could run an aardvark",2026-05-29 13:33:21.952000-05:00,0,0,0,0,opinion,True,True,True,0.16043124,medium,left
at://did:plc:nqobwch2uohq5a2gj3uetnh5/app.bsky.feed.post/3mmz5xeoz7222,https://bsky.app/profile/towered.bsky.social/post/3mmz5xeoz7222,towered.bsky.social,"Sure it may steal, accelerate climate change, drive people out of affording energy and water, destroy ecosystems, look bad and cheap, make mistakes constantly, exacerbate psychosis in vulnerable individuals, and make money for the worst people on Earth, but it's exciting to CEOs!",2026-05-29 13:26:11.108000-05:00,7,2,1,0,opinion,True,True,True,0.20009702,medium,left
at://did:plc:snfeagonimg4aom2thvsorkp/app.bsky.feed.post/3mmz5xcvr6222,https://bsky.app/profile/parkroseperma.bsky.social/post/3mmz5xcvr6222,parkroseperma.bsky.social,"Looking at a small property in coastal CA and getting heart-stopping state wildfire insurance quotes of $9700-$22,000 A YEAR.  

Republicans may be climate change deniers, but insurance companies sure aren't.",2026-05-29 13:26:09.229000-05:00,24,5,3,1,opinion,True,True,True,0.036634352,low,left
at://did:plc:zkkth3gp76cvjfmaagbvrby3/app.bsky.feed.post/3mmz5sitfok2j,https://bsky.app/profile/cjdit.bsky.social/post/3mmz5sitfok2j,cjdit.bsky.social,Every single one of them is a pig who has no knowledge or care about what climate change means or how the pollution they champion will adversely affect us all. Throw the bums out!,2026-05-29 13:23:27.675000-05:00,1,0,0,0,opinion,True,True,True,0.6989911,medium,left
at://did:plc:ma5n7cq5oubn424zpxipovbg/app.bsky.feed.post/3mmz5j47nnk2i,https://bsky.app/profile/marushka-t.bsky.social/post/3mmz5j47nnk2i,marushka-t.bsky.social,"So glad to see Canada on track to fulfill our climate change commitments. That is to say, creating more climate change. 🤡",2026-05-29 13:18:12.451000-05:00,0,0,0,0,opinion,True,True,True,0.015016444,low,left
at://did:plc:il3ae2usxo4l3ey7trkiaerr/app.bsky.feed.post/3mmz4vujrou2c,https://bsky.app/profile/metabluesky.bsky.social/post/3mmz4vujrou2c,metabluesky.bsky.social,"Yep. And that's also an elephant in the room for the UN and effective dealing with climate change. All the oil states, and Russia very much does count as one, have a financial interest in worsening climate change because green tech reduces them back to obscure backwaters and they know it.",2026-05-29 13:07:26.864000-05:00,1,0,0,0,opinion,True,True,True,0.058737632,low,left
at://did:plc:fnogidhskbs3kvn3rjb2hp6h/app.bsky.feed.post/3mmz4ves2kc2p,https://bsky.app/profile/tabletopmagpie.bsky.social/post/3mmz4ves2kc2p,tabletopmagpie.bsky.social,I know climate change isn't just things getting hotter but it's really hard to not take it personally when it rains/is cloudy and windy absolutely everywhere I go on the planet for the entire duration of my visit.,2026-05-29 13:07:10.357000-05:00,0,0,0,0,opinion,True,True,True,0.020231359,low,unclear
at://did:plc:jjgudsbzvcfsbmusxcgxhbyb/app.bsky.feed.post/3mmz4synmq22s,https://bsky.app/profile/shepherdone.bsky.social/post/3mmz4synmq22s,shepherdone.bsky.social,"""Climate Change,"" is a great example of being talked into confusion. Industry talked us into thinking climate change (which means, basically, climate) was the problem when it was Global Warming all along.",2026-05-29 13:05:50.519000-05:00,0,0,0,0,opinion,True,True,True,0.015079274,low,unclear
at://did:plc:psbsjzzqckygodtw4wzbqalh/app.bsky.feed.post/3mmz4s4gvz22n,https://bsky.app/profile/riptide360.bsky.social/post/3mmz4s4gvz22n,riptide360.bsky.social,Needs to be a law that data centers run on renewables and use batteries instead of diesel as backup. Climate change is real.,2026-05-29 13:05:20.940000-05:00,0,0,0,0,opinion,True,True,True,0.007853788,low,left
at://did:plc:pm5oad3hifrznrkarnxgia6s/app.bsky.feed.post/3mmz4ozc7nc2v,https://bsky.app/profile/tdwolf.bsky.social/post/3mmz4ozc7nc2v,tdwolf.bsky.social,"Wow.

It's almost like climate change is forcing people in deteriorating climates to seek better more secure living conditions because those places made their places progressively worse by ""spreading democracy"".",2026-05-29 13:03:36.978000-05:00,2,0,0,0,opinion,True,True,True,0.03639866,low,unclear
at://did:plc:icf3i6a7ff6qx3d4oc7acqtr/app.bsky.feed.post/3mmz3ygysqc2n,https://bsky.app/profile/writeon1.bsky.social/post/3mmz3ygysqc2n,writeon1.bsky.social,"Whenever I watch a discussion or read a column about the future of US politics, I look for a mention of the climate crisis. It hardly ever makes an appearance. Politicians and commentators seem convinced that we all care so little that it's not even worth discussing. Self-fulfilling prophecy.",2026-05-29 12:50:59.598000-05:00,0,0,0,0,opinion,True,True,True,0.069754265,low,left
at://did:plc:kcnfefeaqi3twvfxycjo3lp2/app.bsky.feed.post/3mmz3opjcrk2v,https://bsky.app/profile/erikgunderson.bsky.social/post/3mmz3opjcrk2v,erikgunderson.bsky.social,"The ski resorts are in a lot of trouble as it is because climate change has shortened their seasons dramatically. Agriculture in timber are no longer the large scale employers and economic powerhouses, they once were. Tourism is a potent economic force in rural oregon.",2026-05-29 12:45:32.293000-05:00,0,0,1,0,opinion,True,True,True,0.009550206,low,neutral
at://did:plc:e6byc4dg6hnphwb27k6wyoey/app.bsky.feed.post/3mmz3bwcy7s2l,https://bsky.app/profile/anarchymarshmallow.bsky.social/post/3mmz3bwcy7s2l,anarchymarshmallow.bsky.social,"Nazis are so damn stupid. If they didn't want ""mass migration"" then the climate crisis and exploitation of the global south are the big factors that drive it, they could've focused on that. But no, they just WANT an underclass of scapegoat to exercise cruelty on. It's their favorite thing.",2026-05-29 12:38:23.907000-05:00,1,0,0,0,opinion,True,True,True,0.8403191,high,left
at://did:plc:jbvsndf2fyb6nocmjt3kaycn/app.bsky.feed.post/3mmz35lfhf22m,https://bsky.app/profile/grayranger.bsky.social/post/3mmz35lfhf22m,grayranger.bsky.social,"Many have said it, but it feels like such a cruel joke that just as we started to figure out how to make progress on climate change suddenly a new industry showed up that consumes colossal amounts of energy and emits titanic amounts of heat.",2026-05-29 12:35:58.237000-05:00,0,0,0,0,opinion,True,True,True,0.024731753,low,left
at://did:plc:auosi5l2g76gykunujwg3cga/app.bsky.feed.post/3mmz33bdemc2n,https://bsky.app/profile/yellowdotstudios.bsky.social/post/3mmz33bdemc2n,yellowdotstudios.bsky.social,"Pew: Only 48% of Americans ""believe"" the scientific FACT that climate change is caused by human activity—a decline since 2019 & 2022 (as climate impacts have increased.) 

This is a massive indictment of news media, elected leaders, and the tech giants that facilitate the spread of disinformation.",2026-05-29 12:34:40.572000-05:00,27,12,4,2,opinion,True,True,True,0.04315203,low,left
at://did:plc:shau7hloektsscw4q6vahuhh/app.bsky.feed.post/3mmz32spiwk2f,https://bsky.app/profile/thehorrorguru.bsky.social/post/3mmz32spiwk2f,thehorrorguru.bsky.social,"Every news program that brought on ""experts"" to ""debate"" the overwhelming scientific consensus on climate change are 100% at fault for people's inability to accept our climate change reality.",2026-05-29 12:34:25.243000-05:00,2,0,1,0,opinion,True,True,True,0.04785245,low,left
at://did:plc:25oecrgr4ngsun2anwerxq23/app.bsky.feed.post/3mmz7qnql6s26,https://bsky.app/profile/catsatira.bsky.social/post/3mmz7qnql6s26,catsatira.bsky.social,"One problem is that they may have underestimated the actual effect of warming from greenhouse gases. It was in part masked by other types of pollution, which have a cooling effect.",2026-05-29 13:58:13.199000-05:00,0,0,0,0,opinion,True,True,True,0.01017851,low,neutral
at://did:plc:eeqygiigi4r4zw2vqfndpbvv/app.bsky.feed.post/3mmz7776pd22t,https://bsky.app/profile/carlmarxman.northsky.social/post/3mmz7776pd22t,carlmarxman.northsky.social,"Keep the promise about pharmacare, put the carbon tax back, implement a wealth tax or two, adequately fund the disability benefit so the disabled don't live in poverty, invest in renewable energy instead of oil and gas, disentangle our military from the USA...

That's an easy start.",2026-05-29 13:48:27.508000-05:00,0,0,0,0,opinion,True,True,True,0.034277402,low,left
at://did:plc:zq46h5uvohvv6qjq6esvcbms/app.bsky.feed.post/3mmz6mp5vwc2t,https://bsky.app/profile/c-anemone-d.bsky.social/post/3mmz6mp5vwc2t,c-anemone-d.bsky.social,"THIS— The reason is that a massively corrupt oligarchy controls the media and the education system.

In almost every country on earth, ending planet-wide self destruction is the one point people from almost every ideological camp agree on. Most only still used fossil fuels cause the US forced them.",2026-05-29 13:38:06.725000-05:00,0,0,0,0,opinion,True,True,True,0.20102765,medium,unclear
at://did:plc:izgy2dfct56fjfzmssegkekq/app.bsky.feed.post/3mmz6m2nqu22q,https://bsky.app/profile/runonclimate.bsky.social/post/3mmz6m2nqu22q,runonclimate.bsky.social,"Denver is powering the city with… sewage? ⚡️

A new (and shocking) thermal energy plan, decarbonizing electricity with waste water. 

You could say that their local government is on a roll 🧻😂 to reduce carbon emissions! 
#denver #localaction",2026-05-29 13:37:45.225000-05:00,0,0,0,0,opinion,True,True,True,0.04760506,low,left
at://did:plc:f4jrwxkdtfjp2hqhmwnf3su7/app.bsky.feed.post/3mmz6hnfyzc2q,https://bsky.app/profile/bernardoverda.bsky.social/post/3mmz6hnfyzc2q,bernardoverda.bsky.social,"Yes. When early climate scientists started figuring out climate, the question was when would the next ice age be, and how much fossil fuels might postpone that.

But we've dumped so much fossil carbon into the system, the next ice age has been cancelled, and we're worried about extreme heat instead.",2026-05-29 13:35:17.122000-05:00,0,0,0,0,opinion,True,True,True,0.010743983,low,left
at://did:plc:pgyjupi7rqmzaq4bqy565wxq/app.bsky.feed.post/3mmz5cubz2222,https://bsky.app/profile/andreisterescu.bsky.social/post/3mmz5cubz2222,andreisterescu.bsky.social,12/ Countries that are more heavily exposed to transition risks generally show lower support for climate neutrality and for shifting subsidies away from fossil fuels. Support for decarbonisation tends to be weakest where the adjustment pressures of the transition are expected to be greatest.,2026-05-29 13:14:40.931000-05:00,0,0,1,0,opinion,True,True,True,0.0077281278,low,neutral
at://did:plc:f66ovrmanp3uygqre2eicwst/app.bsky.feed.post/3mmz56qdlu225,https://bsky.app/profile/johntopham.bsky.social/post/3mmz56qdlu225,johntopham.bsky.social,"Some of these will also lend themselves to grid storage, and finally put renewables on a path to completely replacing fossil fuels as the dominant energy source",2026-05-29 13:12:24.456000-05:00,0,0,0,0,opinion,True,True,True,0.00804228,low,left
at://did:plc:qjtnvrgadxgrppqmatfbilev/app.bsky.feed.post/3mmz4tdxwl72b,https://bsky.app/profile/jdpoc.bsky.social/post/3mmz4tdxwl72b,jdpoc.bsky.social,"Reliable renewable energy and storage? If the government aren’t going to do it, then the people will. This community scheme looks like it will be successful.",2026-05-29 13:06:02.386000-05:00,0,0,0,0,opinion,True,True,True,0.009675868,low,left
at://did:plc:753bbhp6m3m7v24m6ypde3rn/app.bsky.feed.post/3mmz4gsucfa2o,https://bsky.app/profile/h4tp.bsky.social/post/3mmz4gsucfa2o,h4tp.bsky.social,"Most countries drastically increase their use of coal and other fossil fuels when industrializing. India seems to be taking a different path, running their dramatic economic growth mostly on renewables, especially solar. They will be the first major country to industrialize this way. #goodnews",2026-05-29 12:59:00.490000-05:00,7,1,0,0,opinion,True,True,True,0.0154562555,low,left
at://did:plc:yjqekodgo25hjem4isderwak/app.bsky.feed.post/3mmz3yeun3s2q,https://bsky.app/profile/kevinleecaster.bsky.social/post/3mmz3yeun3s2q,kevinleecaster.bsky.social,Ohio just chose to ban new renewable energy projects statewide. It's pretty much become a clear partisan issue in the USA ever since the fossil fuel industry chose to make the Republican Party one of their subsidiaries.,2026-05-29 12:50:57.363000-05:00,0,0,1,0,opinion,True,True,True,0.015393426,low,left
at://did:plc:j2gkbaao7yxeeec4y2atxhj7/app.bsky.feed.post/3mmz3vsv4x223,https://bsky.app/profile/cclimateaction.bsky.social/post/3mmz3vsv4x223,cclimateaction.bsky.social,"Simon Stiell, executive secretary of the U.N.’s climate body reminds us 

“the solutions are just as clear: a faster shift to clean power, which is now cheaper than fossil fuels, and faster to produce, and hence is mission-critical for energy affordability and nations economic security.”",2026-05-29 12:49:31.390000-05:00,2,1,0,0,opinion,True,True,True,0.006785673,low,left
